,trial,choice,result,game_state,scheduled_probability,rt_central,rt_choice,time_start,time_end,subject,date,med_program_file,session
55,056,melioration,rewarded,0,0.3333,0.69,1.08,862.5,877.27,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
56,057,melioration,not_rewarded,0,0.3333,0.74,1.92,879.27,891.93,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
57,058,melioration,not_rewarded,0,0.3333,1.62,0.9,893.93,906.45,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
58,059,melioration,rewarded,0,0.3333,0.91,1.18,908.45,923.54,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
59,060,melioration,not_rewarded,0,0.3333,0.59,1.23,925.54,937.36,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
60,061,melioration,not_rewarded,0,0.3333,1.18,1.02,939.36,951.56,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
61,062,melioration,rewarded,0,0.3333,0.96,0.9,953.56,968.42,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
62,063,melioration,not_rewarded,0,0.3333,1.14,1.83,970.42,983.39,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
63,064,melioration,not_rewarded,0,0.3333,3.63,1.24,985.39,1000.26,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
64,065,melioration,rewarded,0,0.3333,2.84,0.93,1002.26,1019.03,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
65,066,melioration,not_rewarded,0,0.3333,0.58,0.84,1021.03,1032.45,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
66,067,melioration,not_rewarded,0,0.3333,2.16,0.98,1034.45,1047.59,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
67,068,melioration,not_rewarded,0,0.3333,0.74,0.8,1049.59,1061.13,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
68,069,melioration,not_rewarded,0,0.3333,0.78,1.26,1063.13,1075.17,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
69,070,melioration,not_rewarded,0,0.3333,1.05,1.76,1077.17,1089.98,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
70,071,melioration,not_rewarded,0,0.3333,1.57,1.9,1091.98,1105.45,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
71,072,melioration,not_rewarded,0,0.3333,1.26,2.07,1107.45,1120.78,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
72,073,melioration,not_rewarded,0,0.3333,0.86,0.8,1122.78,1134.44,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
73,074,melioration,not_rewarded,0,0.3333,0.93,1.2,1136.44,1148.57,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
74,075,melioration,not_rewarded,0,0.3333,1.72,2.01,1150.57,1164.3,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
75,076,melioration,rewarded,0,0.3333,1.31,0.56,1166.3,1181.17,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
76,077,melioration,not_rewarded,0,0.3333,1.72,0.85,1183.17,1195.74,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
77,078,melioration,not_rewarded,0,0.3333,3.86,0.76,1197.74,1212.36,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
78,079,melioration,not_rewarded,0,0.3333,3.6,0.99,1214.36,1228.95,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
79,080,melioration,rewarded,0,0.3333,0.91,0.94,1230.95,1245.8,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
80,081,melioration,not_rewarded,0,0.3333,1.54,0.62,1247.8,1259.96,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
81,082,melioration,rewarded,0,0.3333,0.81,2.11,1261.96,1277.88,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
82,083,melioration,rewarded,0,0.3333,2.18,0.86,1279.88,1295.92,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
83,084,melioration,not_rewarded,0,0.3333,2.35,0.72,1297.92,1310.99,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
84,085,melioration,not_rewarded,0,0.3333,1.2,1.14,1312.99,1325.33,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
85,086,melioration,not_rewarded,0,0.3333,1.79,1.24,1327.33,1340.36,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
86,087,melioration,rewarded,0,0.3333,1.12,0.65,1342.36,1357.13,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
87,088,melioration,not_rewarded,0,0.3333,0.84,1.19,1359.13,1371.16,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
88,089,melioration,not_rewarded,0,0.3333,2.02,2.37,1373.16,1387.55,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
89,090,melioration,not_rewarded,0,0.3333,2.39,0.97,1389.55,1402.91,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
90,091,melioration,not_rewarded,0,0.3333,0.53,0.82,1404.91,1416.26,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
91,092,melioration,rewarded,0,0.3333,0.55,0.93,1418.26,1432.74,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
92,093,melioration,rewarded,0,0.3333,0.83,0.66,1434.74,1449.23,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
93,094,melioration,rewarded,0,0.3333,1.15,0.93,1451.23,1466.31,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
94,095,melioration,not_rewarded,0,0.3333,0.47,1.01,1468.31,1479.79,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
95,096,melioration,not_rewarded,0,0.3333,2.22,0.92,1481.79,1494.93,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
96,097,melioration,rewarded,0,0.3333,0.97,0.76,1496.93,1511.66,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
97,098,melioration,rewarded,0,0.3333,0.75,2.03,1513.66,1529.44,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
98,099,melioration,not_rewarded,0,0.3333,1.06,0.57,1531.44,1543.07,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
99,100,melioration,rewarded,0,0.3333,1.17,0.99,1545.07,1560.23,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
100,101,melioration,rewarded,0,0.3333,0.99,0.82,1562.23,1577.04,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
101,102,melioration,not_rewarded,0,0.3333,3.46,1.4,1579.04,1593.9,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
102,103,melioration,not_rewarded,0,0.3333,0.69,0.87,1595.9,1607.46,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
103,104,melioration,not_rewarded,0,0.3333,0.84,1.35,1609.46,1621.65,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
104,105,melioration,rewarded,0,0.3333,1.17,0.57,1623.65,1638.39,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
105,106,melioration,not_rewarded,0,0.3333,1.35,0.61,1640.39,1652.35,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
106,107,melioration,not_rewarded,0,0.3333,1.13,0.81,1654.35,1666.29,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
107,108,melioration,rewarded,0,0.3333,1.62,0.78,1668.29,1683.69,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
108,109,melioration,not_rewarded,0,0.3333,1.2,0.82,1685.69,1697.71,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
109,110,melioration,not_rewarded,0,0.3333,2.61,0.74,1699.71,1713.06,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
110,111,melioration,not_rewarded,0,0.3333,2.35,0.79,1715.06,1728.2,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
111,112,melioration,rewarded,0,0.3333,1.07,0.92,1730.2,1745.19,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
112,113,melioration,not_rewarded,0,0.3333,2.05,1.71,1747.19,1760.95,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
113,114,melioration,rewarded,0,0.3333,0.68,2.24,1762.95,1778.87,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
114,115,melioration,rewarded,0,0.3333,1.91,1.06,1780.87,1796.84,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
115,116,melioration,not_rewarded,0,0.3333,1.49,0.69,1798.84,1811.02,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
116,117,melioration,rewarded,0,0.3333,1.06,0.92,1813.02,1828.0,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
117,118,melioration,not_rewarded,0,0.3333,0.63,1.17,1830.0,1841.8,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
118,119,melioration,not_rewarded,0,0.3333,1.35,0.9,1843.8,1856.05,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
119,120,melioration,not_rewarded,0,0.3333,1.37,1.03,1858.05,1870.45,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
120,121,melioration,not_rewarded,0,0.3333,0.97,0.93,1872.45,1884.35,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
121,122,melioration,not_rewarded,0,0.3333,0.96,1.3,1886.35,1898.61,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
122,123,melioration,not_rewarded,0,0.3333,1.93,0.93,1900.61,1913.47,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
123,124,melioration,not_rewarded,0,0.3333,0.61,1.84,1915.47,1927.92,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
124,125,melioration,not_rewarded,0,0.3333,0.74,0.76,1929.92,1941.42,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
125,126,melioration,not_rewarded,0,0.3333,0.79,0.94,1943.42,1955.15,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
126,127,melioration,not_rewarded,0,0.3333,2.22,2.23,1957.15,1971.6,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
127,128,melioration,not_rewarded,0,0.3333,1.23,1.33,1973.6,1986.16,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
128,129,melioration,not_rewarded,0,0.3333,0.86,1.3,1988.16,2000.32,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
129,130,melioration,not_rewarded,0,0.3333,0.52,1.22,2002.32,2014.06,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
130,131,melioration,not_rewarded,0,0.3333,1.78,0.87,2016.06,2028.71,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
131,132,melioration,not_rewarded,0,0.3333,0.87,1.45,2030.71,2043.03,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
132,133,melioration,not_rewarded,0,0.3333,1.53,0.67,2045.03,2057.23,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
133,134,melioration,not_rewarded,0,0.3333,0.58,1.71,2059.23,2071.52,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
134,135,melioration,rewarded,0,0.3333,3.22,0.84,2073.52,2090.58,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
135,136,melioration,not_rewarded,0,0.3333,0.57,0.56,2092.58,2103.71,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
136,137,melioration,not_rewarded,0,0.3333,1.26,0.86,2105.71,2117.83,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
137,138,melioration,not_rewarded,0,0.3333,2.04,1.61,2119.83,2133.48,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
138,139,melioration,not_rewarded,0,0.3333,0.73,1.87,2135.48,2148.08,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
139,140,melioration,rewarded,0,0.3333,1.1,1.16,2150.08,2165.34,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
140,141,melioration,not_rewarded,0,0.3333,0.49,1.62,2167.34,2179.45,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
141,142,melioration,not_rewarded,0,0.3333,0.89,0.74,2181.45,2193.08,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
142,143,melioration,rewarded,0,0.3333,2.2,1.92,2195.08,2212.2,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
143,144,melioration,rewarded,0,0.3333,1.05,1.42,2214.2,2229.67,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
144,145,melioration,not_rewarded,0,0.3333,1.52,1.63,2231.67,2244.82,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
145,146,melioration,not_rewarded,0,0.3333,1.21,1.65,2246.82,2259.68,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
146,147,melioration,not_rewarded,0,0.3333,0.62,0.79,2261.68,2273.09,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
147,148,melioration,not_rewarded,0,0.3333,0.77,0.92,2275.09,2286.78,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
148,149,melioration,not_rewarded,0,0.3333,1.95,1.45,2288.78,2302.18,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
149,150,melioration,not_rewarded,0,0.3333,2.86,0.81,2304.18,2317.85,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
150,151,melioration,not_rewarded,0,0.3333,2.71,0.83,2319.85,2333.39,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
151,152,melioration,not_rewarded,0,0.3333,1.65,1.33,2335.39,2348.37,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
152,153,melioration,not_rewarded,0,0.3333,1.73,1.63,2350.37,2363.73,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
153,154,melioration,not_rewarded,0,0.3333,1.0,0.96,2365.73,2377.69,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
154,155,melioration,not_rewarded,0,0.3333,1.84,1.25,2379.69,2392.78,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
155,156,melioration,rewarded,0,0.3333,2.11,1.4,2394.78,2411.29,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
156,157,melioration,not_rewarded,0,0.3333,1.62,1.87,2413.29,2426.78,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
157,158,melioration,rewarded,0,0.3333,0.8,0.83,2428.78,2443.41,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
158,159,melioration,not_rewarded,0,0.3333,2.26,0.7,2445.41,2458.37,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
159,160,melioration,not_rewarded,0,0.3333,0.92,0.54,2460.37,2471.83,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
160,161,melioration,rewarded,0,0.3333,2.17,3.91,2473.83,2492.91,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
161,162,melioration,rewarded,0,0.3333,1.63,1.09,2494.91,2510.63,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
162,163,melioration,rewarded,0,0.3333,1.5,0.84,2512.63,2527.97,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
163,164,melioration,not_rewarded,0,0.3333,0.61,0.77,2529.97,2541.35,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
164,165,melioration,rewarded,0,0.3333,35.97,1.16,2543.35,2593.48,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
165,166,melioration,not_rewarded,0,0.3333,0.51,0.66,2595.48,2606.65,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
166,167,melioration,not_rewarded,0,0.3333,0.78,0.75,2608.65,2620.18,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
167,168,melioration,not_rewarded,0,0.3333,1.04,0.79,2622.18,2634.01,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
168,169,melioration,rewarded,0,0.3333,0.83,1.53,2636.01,2651.37,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
169,170,melioration,rewarded,0,0.3333,1.46,1.2,2653.37,2669.03,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
170,171,melioration,not_rewarded,0,0.3333,0.65,0.8,2671.03,2682.48,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
171,172,melioration,not_rewarded,0,0.3333,0.64,0.89,2684.48,2696.01,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
172,173,melioration,not_rewarded,0,0.3333,1.06,0.95,2698.01,2710.02,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
173,174,melioration,not_rewarded,0,0.3333,1.25,0.75,2712.02,2724.02,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
174,175,melioration,rewarded,0,0.3333,0.74,1.13,2726.02,2740.89,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
175,176,melioration,rewarded,0,0.3333,1.02,1.73,2742.89,2758.64,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
176,177,melioration,not_rewarded,0,0.3333,0.79,1.14,2760.64,2772.57,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
177,178,melioration,rewarded,0,0.3333,1.24,1.06,2774.57,2789.87,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
178,179,melioration,not_rewarded,0,0.3333,1.03,1.04,2791.87,2803.94,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
179,180,melioration,not_rewarded,0,0.3333,1.42,0.91,2805.94,2818.27,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
180,181,melioration,not_rewarded,0,0.3333,1.23,0.69,2820.27,2832.19,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
181,182,melioration,not_rewarded,0,0.3333,1.01,2.02,2834.19,2847.22,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
182,183,melioration,not_rewarded,0,0.3333,2.41,0.82,2849.22,2862.45,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
183,184,melioration,not_rewarded,0,0.3333,2.41,3.02,2864.45,2879.88,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
184,185,melioration,rewarded,0,0.3333,1.24,1.5,2881.88,2897.62,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
185,186,melioration,not_rewarded,0,0.3333,1.52,0.93,2899.62,2912.07,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
186,187,melioration,not_rewarded,0,0.3333,0.53,1.75,2914.07,2926.35,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
187,188,melioration,rewarded,0,0.3333,1.48,0.73,2928.35,2943.56,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
188,189,melioration,rewarded,0,0.3333,0.46,0.72,2945.56,2959.74,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
189,190,melioration,not_rewarded,0,0.3333,0.8,2.15,2961.74,2974.69,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
190,191,melioration,not_rewarded,0,0.3333,1.9,0.5,2976.69,2989.09,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
191,192,melioration,not_rewarded,0,0.3333,1.26,1.16,2991.09,3003.51,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
192,193,melioration,not_rewarded,0,0.3333,0.73,1.62,3005.51,3017.86,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
193,194,melioration,rewarded,0,0.3333,3.1,1.53,3019.86,3037.49,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
194,195,melioration,not_rewarded,0,0.3333,0.93,1.34,3039.49,3051.76,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
195,196,melioration,not_rewarded,0,0.3333,4.01,1.16,3053.76,3068.93,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
196,197,melioration,not_rewarded,0,0.3333,2.77,1.53,3070.93,3085.23,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
197,198,melioration,not_rewarded,0,0.3333,2.07,1.4,3087.23,3100.7,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
198,199,melioration,rewarded,0,0.3333,1.98,1.26,3102.7,3118.94,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
199,200,melioration,not_rewarded,0,0.3333,3.05,1.25,3120.94,3135.24,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
200,201,melioration,not_rewarded,0,0.3333,4.35,1.33,3137.24,3152.92,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
201,202,melioration,not_rewarded,0,0.3333,0.84,0.77,3154.92,3166.53,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
202,203,melioration,not_rewarded,0,0.3333,1.41,1.04,3168.53,3180.98,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
203,204,melioration,not_rewarded,0,0.3333,12.83,0.9,3182.98,3206.71,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
204,205,melioration,not_rewarded,0,0.3333,0.93,0.92,3208.71,3220.56,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
205,206,melioration,not_rewarded,0,0.3333,0.77,1.71,3222.56,3235.04,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
206,207,melioration,not_rewarded,0,0.3333,1.66,1.17,3237.04,3249.87,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
207,208,melioration,rewarded,0,0.3333,2.3,1.46,3251.87,3268.63,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
208,209,melioration,not_rewarded,0,0.3333,2.06,0.83,3270.63,3283.52,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
209,210,melioration,rewarded,0,0.3333,0.76,0.72,3285.52,3300.0,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
210,211,melioration,not_rewarded,0,0.3333,0.54,1.46,3302.0,3314.0,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
211,212,melioration,not_rewarded,0,0.3333,1.29,1.09,3316.0,3328.38,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
212,213,melioration,not_rewarded,0,0.3333,1.73,1.47,3330.38,3343.58,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
213,214,melioration,rewarded,0,0.3333,1.19,0.88,3345.58,3360.65,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
214,215,melioration,not_rewarded,0,0.3333,1.29,1.31,3362.65,3375.25,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
215,216,melioration,not_rewarded,0,0.3333,3.29,1.64,3377.25,3392.18,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
216,217,melioration,not_rewarded,0,0.3333,1.1,0.78,3394.18,3406.06,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
217,218,melioration,not_rewarded,0,0.3333,0.81,1.24,3408.06,3420.11,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
218,219,melioration,not_rewarded,0,0.3333,0.87,1.03,3422.11,3434.01,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
219,220,melioration,not_rewarded,0,0.3333,0.86,2.71,3436.01,3449.58,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
220,221,melioration,not_rewarded,0,0.3333,0.78,2.46,3451.58,3464.82,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
221,222,melioration,not_rewarded,0,0.3333,2.35,0.91,3466.82,3480.08,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
222,223,melioration,not_rewarded,0,0.3333,1.16,1.69,3482.08,3494.93,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
223,224,melioration,not_rewarded,0,0.3333,1.93,2.97,3496.93,3511.83,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
224,225,melioration,not_rewarded,0,0.3333,1.07,1.32,3513.83,3526.22,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
225,226,melioration,not_rewarded,0,0.3333,1.13,0.92,3528.22,3540.27,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
226,227,melioration,not_rewarded,0,0.3333,1.78,1.08,3542.27,3555.13,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
227,228,melioration,not_rewarded,0,0.3333,0.84,0.83,3557.13,3568.8,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
228,229,melioration,rewarded,0,0.3333,0.95,1.21,3570.8,3585.96,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
229,,,,,,,,,,P327,06/08/17,harvard_game_pigeons_MAXinRIGHT,s06
0,001,maximization,not_rewarded,3,0.1667,4.34,4.42,0.0,18.76,P891,06/07/17,harvard_game_pigeons_MAXinLEFT,s05
1,002,maximization,not_rewarded,4,0.2222,4.64,5.33,20.76,40.73,P891,06/07/17,harvard_game_pigeons_MAXinLEFT,s05
2,003,maximization,not_rewarded,5,0.2778,3.34,2.12,42.73,58.19,P891,06/07/17,harvard_game_pigeons_MAXinLEFT,s05
3,004,maximization,not_rewarded,6,0.3333,4.7,1.86,60.19,76.75,P891,06/07/17,harvard_game_pigeons_MAXinLEFT,s05
4,005,maximization,not_rewarded,6,0.3333,3.32,1.67,78.75,93.74,P891,06/07/17,harvard_game_pigeons_MAXinLEFT,s05
5,006,maximization,rewarded,6,0.3333,5.31,1.83,95.74,115.88,P891,06/07/17,harvard_game_pigeons_MAXinLEFT,s05
6,007,maximization,not_rewarded,6,0.3333,1.92,1.01,117.88,130.81,P891,06/07/17,harvard_game_pigeons_MAXinLEFT,s05
7,008,maximization,not_rewarded,6,0.3333,2.57,0.95,132.81,146.33,P891,06/07/17,harvard_game_pigeons_MAXinLEFT,s05
8,009,maximization,rewarded,6,0.3333,2.17,1.57,148.33,165.07,P891,06/07/17,harvard_game_pigeons_MAXinLEFT,s05
9,010,maximization,not_rewarded,6,0.3333,3.13,0.99,167.07,181.19,P891,06/07/17,harvard_game_pigeons_MAXinLEFT,s05
10,011,maximization,not_rewarded,6,0.3333,3.98,1.89,183.19,199.06,P891,06/07/17,harvard_game_pigeons_MAXinLEFT,s05
11,012,maximization,not_rewarded,6,0.3333,2.02,0.99,201.06,214.07,P891,06/07/17,harvard_game_pigeons_MAXinLEFT,s05
12,013,maximization,not_rewarded,6,0.3333,3.74,1.51,216.07,231.32,P891,06/07/17,harvard_game_pigeons_MAXinLEFT,s05
13,014,maximization,rewarded,6,0.3333,3.21,0.99,233.32,250.52,P891,06/07/17,harvard_game_pigeons_MAXinLEFT,s05
14,015,maximization,not_rewarded,6,0.3333,5.02,0.8,252.52,268.34,P891,06/07/17,harvard_game_pigeons_MAXinLEFT,s05
15,016,maximization,not_rewarded,6,0.3333,2.75,3.55,270.34,286.64,P891,06/07/17,harvard_game_pigeons_MAXinLEFT,s05
16,017,maximization,rewarded,6,0.3333,3.81,1.0,288.64,306.45,P891,06/07/17,harvard_game_pigeons_MAXinLEFT,s05
17,018,maximization,not_rewarded,6,0.3333,4.81,2.15,308.45,325.41,P891,06/07/17,harvard_game_pigeons_MAXinLEFT,s05
